s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
Time,L_IAS_X,L_IAS_Y,L_IAS_Z,L_IPS_X,L_IPS_Y,L_IPS_Z,R_IPS_X,R_IPS_Y,R_IPS_Z,R_IAS_X,R_IAS_Y,R_IAS_Z,L_FTC_X,L_FTC_Y,L_FTC_Z,L_FLE_X,L_FLE_Y,L_FLE_Z,L_FME_X,L_FME_Y,L_FME_Z,L_FAX_X,L_FAX_Y,L_FAX_Z,L_TTC_X,L_TTC_Y,L_TTC_Z,L_FAL_X,L_FAL_Y,L_FAL_Z,L_TAM_X,L_TAM_Y,L_TAM_Z,L_FCC_X,L_FCC_Y,L_FCC_Z,L_FM1_X,L_FM1_Y,L_FM1_Z,L_FM2_X,L_FM2_Y,L_FM2_Z,L_FM5_X,L_FM5_Y,L_FM5_Z,R_FTC_X,R_FTC_Y,R_FTC_Z,R_FLE_X,R_FLE_Y,R_FLE_Z,R_FME_X,R_FME_Y,R_FME_Z,R_FAX_X,R_FAX_Y,R_FAX_Z,R_TTC_X,R_TTC_Y,R_TTC_Z,R_FAL_X,R_FAL_Y,R_FAL_Z,R_TAM_X,R_TAM_Y,R_TAM_Z,R_FCC_X,R_FCC_Y,R_FCC_Z,R_FM1_X,R_FM1_Y,R_FM1_Z,R_FM2_X,R_FM2_Y,R_FM2_Z,R_FM5_X,R_FM5_Y,R_FM5_Z
1.64,599.627,656.213,967.307,422.679,579.86,979.945,424.048,498.521,976.194,590.041,413.798,962.739,541.427,718.172,823.217,602.419,660.178,486.37,0,0,0,570.728,670.626,442.245,616.736,624.96,414.688,507.295,637.932,72.8181,0,0,0,453.714,598.47,49.5635,655.382,585.807,41.4369,0,0,0,625.911,658.235,25.843,560.426,364.392,802.087,627.143,379.946,471.006,0,0,0,593.409,381.097,446.337,618.418,417.832,398.977,304.931,447.515,215.476,0,0,0,269.898,497.075,234.188,382.847,463.371,79.0584,0,0,0,333.872,409.132,99.0046
1.65,598.213,657.131,968.954,421.44,579.814,981.847,423.164,498.493,978.122,589.095,415.05,964.737,537.923,718.679,824.52,590.569,660.874,486.523,0,0,0,558.101,670.821,442.825,604.113,625.556,414.689,491.856,637.267,73.6926,0,0,0,438.388,597.108,50.755,640.119,586.022,41.4442,0,0,0,609.983,658.258,25.8579,562.992,364.874,804.782,637.962,380.987,475.172,0,0,0,605.131,381.995,448.967,631.966,418.941,402.782,326.222,447.03,205.669,0,0,0,289.357,496.395,222.317,413.911,464.771,75.7633,0,0,0,363.993,409.713,91.6769
1.66,596.441,657.941,970.206,420.254,579.586,983.574,422.196,498.327,979.791,589.06,415.676,966.905,534.401,719.168,825.683,578.92,661.924,486.739,0,0,0,545.607,671.269,443.546,591.709,626.182,414.639,476.637,636.474,74.7,0,0,0,423.141,595.681,52.2611,624.896,586.347,41.2754,0,0,0,594.136,658.256,25.8899,565.689,365.653,807.409,648.249,382.209,479.184,0,0,0,616.39,382.957,451.518,644.669,420.333,407.103,348.673,446.227,194.897,0,0,0,309.902,495.164,209.059,445.493,464.872,72.2775,0,0,0,395.179,409.837,84.2873
1.67,594.659,658.626,971.063,418.972,579.294,985.081,421.344,498.014,981.088,588.524,416.36,968.325,530.803,719.774,826.705,567.13,663.033,486.997,0,0,0,533.324,671.665,444.346,579.515,627.036,414.711,461.319,635.8,75.8475,0,0,0,407.948,594.517,53.9275,609.707,586.571,41.2615,0,0,0,578.245,658.25,25.9776,567.07,365.682,809.702,657.755,383.743,483.013,0,0,0,627.143,384.111,453.801,656.793,421.783,411.169,372.164,445.084,183.229,0,0,0,331.658,493.525,194.752,477.816,465.223,68.6541,0,0,0,427.414,409.615,76.8164
1.68,592.925,659.289,971.564,417.819,579.17,986.346,420.448,497.554,981.971,587.354,417.127,969.164,527.001,720.118,827.607,555.741,664.089,487.215,0,0,0,521.278,672.052,445.189,567.655,627.716,414.708,446.135,635.302,76.9897,0,0,0,392.799,593.372,55.5662,594.323,587.312,41.531,0,0,0,562.326,658.276,25.9617,568.57,365.936,811.503,666.38,385.443,486.661,0,0,0,637.176,385.41,455.963,668.628,424.151,414.16,396.738,443.558,170.709,0,0,0,354.901,491.55,179.445,510.596,465.198,64.8906,0,0,0,460.351,409.059,69.1172
1.69,591.084,659.749,971.713,416.599,578.459,987.308,419.647,496.985,982.595,586.677,417.546,969.672,522.892,720.423,828.285,544.597,665.062,487.283,0,0,0,509.461,672.455,445.927,555.616,628.734,414.84,430.85,634.729,78.0742,0,0,0,377.641,592.679,57.4827,578.845,587.437,41.5334,0,0,0,546.464,658.171,25.8079,569.804,366.137,812.974,673.984,387.306,490.119,0,0,0,646.279,386.733,457.897,679.216,425.556,417.9,422.801,441.798,157.902,0,0,0,379.52,489.238,163.506,543.99,464.571,61.3163,0,0,0,494.008,408.092,61.5668
1.7,589.26,660.159,971.501,415.29,577.684,987.987,418.709,496.433,982.823,586.206,417.912,969.792,518.704,720.667,828.616,533.723,665.69,487.131,0,0,0,497.977,672.711,446.418,543.84,629.342,414.643,415.724,634.427,79.1236,0,0,0,362.337,592,59.1833,563.347,587.678,41.3942,0,0,0,530.257,658.077,25.5288,570.824,366.326,814.029,680.665,389.041,492.995,0,0,0,654.546,387.779,459.46,688.863,426.978,421.345,449.779,439.669,144.91,0,0,0,406.22,486.598,146.975,577.66,463.467,57.9995,0,0,0,528.366,406.503,54.544
1.71,587.463,660.447,971.021,413.827,576.806,988.374,417.983,495.779,982.708,585.695,418.332,969.488,514.606,720.824,828.652,523.096,666.174,486.818,0,0,0,486.859,672.862,446.651,532.281,629.574,414.226,400.084,634.586,80.549,0,0,0,346.888,591.556,60.8922,547.761,587.732,41.2874,0,0,0,514.353,658.026,25.5086,572.252,366.064,814.958,686.324,390.772,495.557,0,0,0,661.762,389.079,460.634,697.546,427.994,424.396,477.669,437.148,132.115,0,0,0,433.359,483.977,131.038,611.73,461.682,55.1757,0,0,0,563.197,404.398,48.2188
1.72,585.639,660.793,970.194,412.591,575.991,988.294,417.253,495.064,982.281,585.408,418.76,968.921,510.11,721.453,828.283,512.887,666.36,486.292,0,0,0,476.024,672.76,446.641,521.071,629.564,413.661,385.147,633.736,81.3785,0,0,0,331.491,590.927,62.4912,532.204,587.634,41.0593,0,0,0,498.442,657.974,25.4994,573.357,366.026,815.552,690.829,392.402,497.395,0,0,0,668.04,390.09,461.229,705.243,429.067,426.96,506.573,434.154,119.736,0,0,0,462.062,480.733,114.97,645.976,459.329,53.104,0,0,0,598.459,401.486,42.9754
1.73,583.846,661.001,969.022,411.463,575.157,987.85,416.661,494.278,981.591,585.13,419.195,967.947,506.805,720.62,827.717,502.984,666.335,485.555,0,0,0,465.479,672.727,446.583,510.105,629.45,412.973,369.81,633.103,82.4201,0,0,0,316.098,590.138,64.0946,516.649,587.452,40.7648,0,0,0,482.647,657.988,25.8485,574.517,365.959,815.817,694.216,393.844,498.516,0,0,0,673.232,390.869,461.129,711.99,430.067,428.959,536.957,430.621,108.633,0,0,0,492.182,477.322,99.747,680.198,456.173,51.921,0,0,0,633.966,398.25,38.9013
1.74,582.165,661.175,967.565,410.397,574.216,987.022,415.927,493.584,980.548,584.985,419.519,966.598,503.04,720.575,826.894,493.328,666.259,484.777,0,0,0,455.14,672.461,446.436,499.177,629.314,412.084,354.508,632.33,83.4875,0,0,0,300.684,589.174,65.8429,501.246,587.634,40.7354,0,0,0,466.609,657.676,25.902,575.646,365.896,815.686,696.611,395.115,498.981,0,0,0,677.645,391.429,460.493,717.615,431.138,430.377,567.433,426.992,98.0785,0,0,0,523.274,473.337,85.643,714.414,452.988,52.1934,0,0,0,669.703,394.66,36.3174
1.75,580.161,661.349,965.611,409.39,573.238,985.846,415.577,492.585,978.96,584.989,419.879,964.913,499.532,720.783,825.957,483.817,666.174,483.977,0,0,0,445.071,672.159,446.262,488.492,629.16,411.183,338.903,631.805,84.9597,0,0,0,285.418,587.86,67.6617,485.606,587.552,40.6335,0,0,0,450.47,657.317,26.0311,576.572,365.839,815.048,698.224,396.307,498.549,0,0,0,681.189,391.915,459.288,722.248,432.163,431.323,598.436,422.964,88.704,0,0,0,554.931,468.716,72.82,748.393,449.951,53.9761,0,0,0,705.428,391.124,35.3684
1.76,578.96,661.492,963.797,408.586,572.186,984.265,415.195,491.734,977.032,585.15,420.173,962.894,496.335,720.588,824.663,474.576,665.792,482.928,0,0,0,435.044,671.729,446.013,478.033,629.018,410.255,323.857,630.151,85.9458,0,0,0,270.207,586.349,69.6384,470.051,587.373,40.5757,0,0,0,434.266,657.016,26.1868,577.13,365.85,813.656,699.003,397.423,497.253,0,0,0,683.874,392.285,457.632,726.524,433.153,431.425,629.899,418.636,81.2499,0,0,0,586.915,463.596,61.838,781.635,447.444,57.5259,0,0,0,741.035,387.896,36.4384
1.77,577.624,661.605,961.651,407.87,571.238,982.396,414.913,490.982,974.69,585.449,420.314,960.48,493.221,720.573,823.332,465.502,665.484,482.045,0,0,0,425.245,671.149,445.708,467.818,628.773,409.3,308.626,628.936,87.3254,0,0,0,254.957,584.865,71.7314,454.344,587.428,40.6529,0,0,0,417.847,656.165,25.905,577.186,366.24,811.332,699.148,398.354,495.316,0,0,0,686.003,392.557,455.65,729.893,433.724,431.353,661.179,414.277,75.8078,0,0,0,618.775,458.312,52.8857,813.724,445.561,62.9919,0,0,0,775.79,385.239,39.4522
1.78,576.435,661.656,959.358,407.33,570.32,980.253,414.737,490.123,972.214,585.894,420.366,957.814,490.315,720.638,821.896,456.718,665.288,481.104,0,0,0,415.695,670.731,445.53,457.808,628.55,408.263,293.01,628.373,89.2269,0,0,0,239.835,583.366,74.1051,438.593,587.311,40.6191,0,0,0,401.438,655.839,26.1476,577.059,366.565,808.125,698.991,399.801,492.505,0,0,0,688.022,392.686,453.403,732.814,434.39,430.79,691.199,410.068,72.457,0,0,0,650.009,453.289,46.2739,844.076,444.388,70.4697,0,0,0,809.161,383.138,44.7143
1.79,575.429,661.653,956.895,406.749,569.246,977.437,414.303,489.114,969.586,586.446,420.325,954.917,487.434,720.741,820.311,448.314,665.011,480.104,0,0,0,406.511,670.209,445.269,448.155,628.395,407.207,278.013,626.733,90.608,0,0,0,224.729,582.249,76.6874,422.732,587.133,40.5345,0,0,0,385.132,655.324,26.1251,576.845,366.88,804.116,698.996,400.423,489.408,0,0,0,690.149,392.592,451.253,735.474,435.08,430.109,719.921,406.592,71.3466,0,0,0,679.799,448.868,42.0511,872.007,443.87,79.7009,0,0,0,840.217,381.821,51.9898
1.8,574.853,661.224,954.433,405.448,567.424,975.443,414.92,488.25,966.64,587.101,420.176,951.837,484.759,720.576,818.617,440.329,664.956,479.099,0,0,0,397.876,669.973,445.127,438.901,628.27,406.099,262.938,626.234,92.615,0,0,0,209.657,581.512,79.53,406.858,586.966,40.4013,0,0,0,368.739,654.871,26.2335,576.463,367.155,799.673,699.112,400.47,486.27,0,0,0,692.115,392.302,449.486,737.762,435.928,429.587,746.381,403.853,72.1793,0,0,0,707.365,445.089,39.9312,896.983,444.094,89.8454,0,0,0,868.309,381.194,60.8811
1.81,574.015,661.35,951.751,406.115,566.548,972.806,415.372,487.073,963.756,587.813,419.839,948.727,482.194,720.34,816.897,432.956,664.98,478.032,0,0,0,389.843,669.728,444.802,430.291,628.161,404.833,248.109,625.932,94.7212,0,0,0,194.658,581.22,82.8214,390.898,586.891,40.3013,0,0,0,352.589,654.751,26.3062,576.26,367.252,795.225,699.198,400.126,483.31,0,0,0,693.906,391.834,448.115,739.724,436.469,429.36,770.299,402.356,74.2865,0,0,0,731.848,442.057,39.558,918.545,445.127,100.106,0,0,0,892.907,381.545,69.6645
1.82,573.741,660.948,949.101,406.516,565.599,969.462,415.259,485.851,961.257,588.533,419.413,945.642,479.952,719.925,815.139,426.316,665.094,476.784,0,0,0,382.64,669.557,444.382,422.463,628.225,403.483,233.308,626.586,97.4044,0,0,0,179.893,581.527,86.4173,374.981,586.781,40.2294,0,0,0,336.516,654.57,26.4146,576.614,367.031,791.447,699.908,399.863,481.414,0,0,0,695.777,391.361,447.123,741.703,437.034,429.888,789.887,400.841,76.8509,0,0,0,752.318,439.752,40.2061,936.071,446.416,109.364,0,0,0,913.358,382.432,77.4646
1.83,573.784,660.211,946.394,406.924,564.103,966.8,415.715,484.557,958.641,589.144,418.8,942.755,478.016,719.46,813.382,420.546,665.415,475.466,0,0,0,376.383,669.595,443.756,415.444,628.511,401.989,219.253,626.924,99.9565,0,0,0,165.363,582.332,90.5359,359.177,586.764,40.1669,0,0,0,320.543,654.571,26.5999,577.699,366.265,788.525,701.767,400.172,481.026,0,0,0,698.593,391.025,446.726,743.676,437.706,430.714,805.007,400.058,79.0835,0,0,0,768.108,437.952,41.0466,949.411,448.176,116.389,0,0,0,928.949,383.716,83.6313
1.84,574.006,659.324,943.691,408.084,563.129,964.365,416.06,483.148,956.157,589.799,418.021,940.253,476.552,718.579,811.469,415.835,665.923,474.029,0,0,0,371.047,669.641,442.839,409.382,628.843,400.259,205.341,627.921,103.113,0,0,0,151.159,583.651,95.2439,343.383,586.859,40.1277,0,0,0,304.716,654.643,26.8071,579.632,364.862,786.28,704.534,400.419,481.358,0,0,0,701.871,390.825,446.222,745.955,438.025,431.21,815.22,399.846,80.306,0,0,0,778.851,436.678,41.4701,958.302,450.037,120.147,0,0,0,939.428,385.127,87.1743
1.85,574.532,658.161,940.967,408.766,562.156,961.766,416.611,481.669,953.849,590.366,417.162,938.057,475.509,717.619,809.608,412.251,666.353,472.43,0,0,0,366.484,669.409,441.345,404.431,629.262,398.394,191.732,629.792,107.085,0,0,0,137.452,585.373,100.634,327.629,586.903,40.0967,0,0,0,289.131,654.854,27.1697,582.188,362.845,784.877,707.311,400.258,481.609,0,0,0,705.509,390.468,445.446,748.917,437.76,431.093,819.806,399.958,79.6947,0,0,0,784.114,437.02,40.5931,962.797,451.407,120.457,0,0,0,944.598,386.452,87.201
1.86,575.316,656.806,938.285,409.064,560.028,959.206,417.375,480.195,951.637,591.068,415.895,936.085,474.993,716.334,807.771,409.923,666.853,470.689,0,0,0,364.291,670.493,440.751,400.519,629.794,396.353,179.16,631.07,110.999,0,0,0,124.314,587.323,106.767,312.072,587.111,40.119,0,0,0,273.591,654.978,27.6221,585.125,360.619,785.458,711.176,399.94,481.618,0,0,0,708.751,390.24,444.154,752.601,437.293,430.136,819.786,401.094,77.4511,0,0,0,783.872,438.406,38.8873,963.042,452.109,117.523,0,0,0,944.598,387.348,83.9625
1.87,576.212,655.348,935.803,410.058,558.751,956.834,418.36,478.67,949.609,592.047,414.417,934.516,475.091,714.787,805.893,408.941,667.111,468.758,0,0,0,363.19,670.892,439.705,397.7,630.409,394.14,166.988,632.915,115.85,0,0,0,111.889,589.536,113.82,296.416,587.362,40.1972,0,0,0,258.209,655.262,28.3161,587.587,358.846,787.606,715.683,399.858,481.611,0,0,0,712.835,390.248,443.31,756.44,437.031,428.917,815.361,403.007,73.9604,0,0,0,778.081,441.004,36.2747,959.268,452.436,111.475,0,0,0,939.663,387.975,78.0315
1.88,577.495,653.703,933.446,411.4,557.427,954.631,419.851,477.123,947.736,593.321,412.62,933.436,475.964,713.174,803.915,409.388,667.197,466.616,0,0,0,362.852,671.335,438.349,396.086,630.859,391.724,155.545,634.844,121.422,0,0,0,100.466,591.698,121.747,281.125,587.559,40.2864,0,0,0,242.891,655.694,29.3796,589.632,357.383,789.426,720.293,400.129,482.186,0,0,0,717.115,390.78,442.67,759.906,437.171,427.485,806.794,404.623,69.8103,0,0,0,768.361,443.098,33.9826,952.001,452.702,103.016,0,0,0,930.596,388.651,70.1283
1.89,579.215,651.927,931.27,412.156,555.103,953.573,421.518,475.658,946.026,595.025,410.688,932.945,477.503,711.251,801.737,411.377,667.265,464.241,0,0,0,363.599,671.792,436.911,395.666,631.491,389.47,145.001,636.877,127.964,0,0,0,90.2654,593.581,130.583,265.995,587.698,40.3692,0,0,0,227.791,655.553,30.4603,591.752,356.406,789.735,724.057,400.479,482.283,0,0,0,720.703,391.428,441.531,762.599,437.538,425.494,795.019,406.087,66.0357,0,0,0,755.401,444.274,33.0104,942.204,453.648,92.7619,0,0,0,918.529,389.583,60.8821
1.9,581.399,650.001,929.436,414.627,554.192,951.193,422.597,474.076,944.994,596.699,408.885,932.722,479.793,709.144,799.512,414.786,667.293,461.553,0,0,0,365.774,672.118,435.432,396.662,632.314,386.973,135.959,637.927,134.632,0,0,0,81.5749,595.043,140.735,250.986,588.035,40.54,0,0,0,212.477,655.361,31.7419,594.121,355.511,788.596,726.859,400.541,481.922,0,0,0,723.138,391.311,440.335,765.199,437.692,423.522,785.033,407.667,66.9769,0,0,0,743.021,445.366,35.6663,934.579,455.205,78.6838,0,0,0,907.118,389.792,51.2254
1.91,583.618,647.795,927.934,415.875,552.483,950.863,424.249,472.555,944.84,598.32,407.16,932.863,482.642,706.906,797.15,419.857,667.067,458.98,0,0,0,369.608,672.323,434.177,399.323,633.299,384.223,127.828,639.293,142.97,0,0,0,74.6246,596.254,152.531,235.697,588.47,40.8393,0,0,0,196.671,655.16,33.4753,596.057,353.812,787.445,729.274,400.428,481.919,0,0,0,725.301,391.108,440.994,767.161,438.234,423.317,775.302,407.983,66.5136,0,0,0,731.525,445.204,37.9483,925.291,454.77,71.7083,0,0,0,896.025,390.368,44.4177
1.92,585.756,645.688,927.016,417.597,551.622,949.883,425.577,471.376,945.29,599.88,405.145,933.119,486.015,704.357,794.574,426.991,667.413,456.191,0,0,0,375.305,672.552,433.091,403.939,634.688,382.239,121.478,640.299,152.672,0,0,0,70.368,596.589,165.38,220.703,588.903,41.2743,0,0,0,180.735,654.605,35.6665,597.778,351.056,787.337,731.577,399.563,482.907,0,0,0,728.436,391.145,443.513,768.591,439.101,424.317,765.603,407.515,66.7641,0,0,0,719.988,443.953,39.8844,914.76,456.753,65.0898,0,0,0,885.486,390.433,41.311
1.93,587.777,643.686,926.496,419.317,551.011,949.496,427.262,470.477,945.863,601.636,403.217,934.228,489.445,702.168,792.267,435.768,668.918,453.274,0,0,0,382.865,673.189,432.176,410.854,636.19,380.009,118.221,640.507,162.237,0,0,0,69.3343,595.77,178.289,207.589,588.915,42.1387,0,0,0,167.1,653.78,38.7174,598.779,347.499,788.525,734.015,399.232,484.56,0,0,0,730.178,390.88,445.153,768.986,439.273,424.775,754.479,406.641,65.9121,0,0,0,707.159,442.736,41.5353,902.612,457.793,57.7766,0,0,0,872.867,392.617,32.7792
1.94,589.659,641.667,926.451,420.705,550.032,949.651,429.134,469.548,946.19,603.445,401.463,936.042,492.802,700.244,790.484,445.525,670.121,451.156,0,0,0,391.919,674.119,431.263,419.7,638.6,377.779,117.449,639.756,172.43,0,0,0,71.1356,594.039,191.942,196.15,588.511,44.0903,0,0,0,155.002,652.549,43.0125,599.398,343.679,789.762,734.908,399.019,485.172,0,0,0,730.324,390.025,445.311,768.282,438.611,424.027,742.119,406.385,65.2355,0,0,0,693.683,441.713,42.8652,889.476,459.577,50.3466,0,0,0,859.49,391.81,27.944
1.95,591.525,639.727,926.932,422.202,548.874,949.453,430.806,468.268,946.56,605.064,399.891,938.217,496.068,698.242,789.318,456.613,672.162,449.129,0,0,0,402.733,676.034,430.419,430.587,641.396,375.787,119.201,638.252,183.688,0,0,0,75.8289,591.534,206.325,186.005,588.571,47.282,0,0,0,145.181,651.37,49.1371,599.697,340.838,789.907,733.618,396.548,483.638,0,0,0,728.363,388.387,443.678,766.447,436.795,421.92,729.077,406.925,65.0854,0,0,0,679.793,441.88,43.8187,876.135,459.628,46.5931,0,0,0,844.898,388.959,26.0105
1.96,593.025,638.02,927.842,423.513,547.503,949.54,431.933,466.785,947.461,606.326,398.363,940.165,499.276,696.081,788.373,468.952,674.018,447.311,0,0,0,414.968,677.684,429.461,442.715,643.899,373.848,123.618,636.568,194.903,0,0,0,83.3079,588.831,220.366,177.873,587.964,51.4651,0,0,0,137.357,650.225,58.3793,599.753,338.796,790.011,731.264,393.81,481.37,0,0,0,724.807,386.173,441.901,763.242,434.271,419.953,714.361,407.176,65.0498,0,0,0,665.088,441.941,44.2367,861.838,459.172,44.7488,0,0,0,830.231,387.129,25.2005
1.97,594.092,636.601,929.024,424.643,546.176,950.044,432.885,465.287,949.037,607.158,396.739,941.722,502.441,694.207,787.616,482.175,675.357,445.673,0,0,0,428.386,678.793,428.577,455.863,645.538,372.076,130.651,634.927,205.377,0,0,0,93.3582,585.858,233.224,171.99,587.635,56.2119,0,0,0,132.868,648.933,68.1315,599.937,336.596,791.008,728.212,391.454,480.186,0,0,0,720.233,384.126,441.075,758.546,431.853,418.684,699.631,407.121,64.9663,0,0,0,650.016,441.695,44.5509,846.896,459.578,43.7552,0,0,0,815.195,386.444,24.6316
1.98,594.73,635.421,930.213,424.403,545.128,951.087,433.265,464.343,951.149,607.75,395.07,943.086,505.634,692.177,786.685,495.916,676.246,444.342,0,0,0,442.601,679.688,428.033,470.101,646.589,371.035,139.522,633.253,214.943,0,0,0,104.981,582.9,244.484,169.828,587.265,61.4006,0,0,0,132.909,646.917,78.312,600.085,334.873,793.231,723.583,389.741,480.409,0,0,0,714.907,382.671,441.225,752.32,429.798,417.76,684.389,406.914,65.0601,0,0,0,634.718,441.521,44.8348,831.703,459.286,43.1552,0,0,0,799.749,385.665,24.2095
1.99,594.953,634.253,931.222,425.566,543.932,951.716,433.591,463.25,953.435,608.354,393.599,944.706,508.592,690.38,785.71,509.893,676.819,443.585,0,0,0,457.386,680.566,427.796,484.672,646.828,370.401,149.773,631.116,223.477,0,0,0,116.963,580.096,254.193,173.625,587.757,67.5934,0,0,0,137.264,645.011,87.5374,600.717,334.014,796.347,717.148,388.928,480.899,0,0,0,707.809,381.324,440.967,744.982,428.399,416.745,668.765,406.597,65.0304,0,0,0,619.014,441.182,45.0677,816.129,458.955,42.8281,0,0,0,784.086,385.119,23.8578
2,594.877,633.347,932.222,425.645,543.025,953.106,433.663,462.371,956.01,608.889,392.411,946.883,511.231,688.875,785.072,524.061,677.083,443.67,0,0,0,472.169,680.925,427.927,499.379,646.686,370.571,161.074,628.398,231.273,0,0,0,129.038,576.667,261.838,184.911,589.687,74.3954,0,0,0,146.587,644.856,96.1773,601.373,333.49,799.704,709.972,388.054,480.481,0,0,0,699.319,380.349,440.302,736.272,427.247,415.479,652.861,406.252,65.0794,0,0,0,603.082,440.838,45.2149,800.095,458.97,42.5262,0,0,0,768.198,384.768,23.6751
2.01,594.918,631.943,933.273,425.673,542.053,954.796,433.193,461.777,958.72,609.229,391.643,949.517,513.432,687.395,785.062,538.63,676.938,444.63,0,0,0,486.999,680.472,428.966,514.65,646.139,371.821,174.273,625.421,237.444,0,0,0,141.94,573.297,267.102,200.495,590.742,79.9782,0,0,0,162.566,646.285,103.51,601.635,333.183,802.828,702.115,387.006,479.223,0,0,0,689.825,379.688,439.308,726.637,426.447,413.929,636.859,406.181,65.0733,0,0,0,587.153,440.598,45.4637,784.242,458.949,42.3247,0,0,0,752.177,384.458,23.5451
2.02,594.075,631.66,934.417,425.526,541.153,956.783,434.211,460.403,961.22,609.326,391.234,952.067,515.295,685.631,785.872,553.389,676.355,446.765,0,0,0,502.037,679.651,430.737,530.341,644.96,373.845,189.595,622.784,241.31,0,0,0,155.833,570.379,270.219,219.368,590.72,84.1914,0,0,0,182.295,647.026,108.812,601.163,332.778,805.111,693.018,386.584,478.038,0,0,0,679.972,379.362,438.4,716.257,426.374,412.491,621.167,406.255,65.0834,0,0,0,571.266,440.66,45.7991,768.42,459.018,42.1458,0,0,0,736.22,384.337,23.4926
2.03,593.392,631.15,936.248,425.058,540.303,958.986,433.824,459.424,963.923,609.147,391.017,954.527,516.884,684.163,787.583,568.166,675.477,449.684,0,0,0,517.363,678.212,432.913,546.262,643.278,376.546,205.696,620.427,243.349,0,0,0,170.644,567.853,271.273,241.133,590.629,87.3453,0,0,0,202.582,645.924,111.568,599.632,332.886,806.002,683.392,386.92,477.515,0,0,0,669.838,379.375,437.65,705.436,426.427,411.335,605.334,406.437,65.2586,0,0,0,555.47,440.865,46.0753,752.66,459.049,42.0027,0,0,0,720.334,384.264,23.4959
2.04,592.788,630.713,938.82,424.396,539.567,961.373,433.28,458.445,966.466,608.666,390.624,956.75,518.528,682.83,789.895,582.905,674.304,453.302,0,0,0,532.697,676.905,435.461,562.261,641.539,379.942,222.678,618.366,243.309,0,0,0,186.186,565.717,270.041,264.934,589.988,89.3035,0,0,0,224.882,644.454,112.212,597.189,332.272,806.771,673.739,387.06,476.894,0,0,0,659.141,379.429,437.104,694.157,426.326,410.397,589.609,406.596,65.4619,0,0,0,539.71,441.076,46.4707,736.976,459.134,41.8719,0,0,0,704.379,384.213,23.4417
2.05,592.159,630.307,941.937,424.171,538.674,963.672,432.58,457.576,968.947,607.967,390.099,958.808,520.353,681.765,792.438,597.138,672.996,457.668,0,0,0,547.666,675.904,438.655,577.878,639.723,383.95,240.668,616.568,241.35,0,0,0,202.375,563.982,266.7,290.424,588.006,90.0517,0,0,0,249.471,642.497,111.068,594.233,331.533,807.452,663.441,386.971,476.018,0,0,0,647.754,379.538,436.68,682.495,426.328,409.433,573.986,406.952,65.6572,0,0,0,523.988,441.417,46.927,721.271,459.187,41.8458,0,0,0,688.545,384.27,23.4457
